customer_id,segment,support_channel,response_time_hours,resolution_time_hours,contacts_last_30d,satisfaction_score,retained_next_period
C00969,SMB,Phone,9.84,31.56,7,4.03,1
C00970,SMB,Phone,23.14,70.42,1,4.14,1
C00971,Mid-Market,Chat,6.25,8.25,3,4.41,1
C00972,SMB,Email,12.85,44.88,2,4.19,1
C00973,SMB,Email,15.59,21.41,4,3.61,0
C00974,Mid-Market,Email,16.42,46.52,1,3.92,0
C00975,Mid-Market,Email,14.0,17.15,3,3.68,0
C00976,Enterprise,Email,26.58,51.43,1,3.63,0
C00977,Mid-Market,Chat,12.92,18.69,2,4.67,1
C00978,SMB,Email,5.38,14.18,2,3.8,1
C00979,Mid-Market,Email,17.08,49.56,6,2.76,0
C00980,SMB,Email,20.91,42.23,3,3.95,0
C00981,Mid-Market,Phone,17.64,41.81,3,3.49,1
C00982,Enterprise,Chat,17.02,27.85,3,3.93,1
C00983,SMB,Phone,16.32,39.48,0,4.15,0
C00984,Mid-Market,Phone,24.54,87.39,4,3.33,0
C00985,Mid-Market,Chat,11.37,26.73,2,4.12,1
C00986,SMB,Chat,8.0,10.17,1,4.49,1
C00987,Enterprise,Chat,1.04,3.67,4,4.06,1
C00988,SMB,Email,14.87,55.03,1,3.78,0
C00989,Enterprise,Phone,14.5,28.29,3,3.7,1
C00990,SMB,Chat,13.94,50.42,3,3.49,1
C00991,SMB,Email,5.47,8.54,4,3.71,1
C00992,SMB,Email,9.05,28.03,3,3.67,1
C00993,SMB,Email,15.97,54.3,2,4.35,1
C00994,Mid-Market,Chat,10.84,39.76,0,4.21,0
C00995,Mid-Market,Chat,38.04,101.3,4,2.89,0
C00996,Mid-Market,Phone,6.22,8.92,2,3.39,0
C00997,SMB,Email,19.41,25.82,1,4.1,1
C00998,Mid-Market,Phone,13.52,36.07,2,3.52,1
C00999,SMB,Phone,5.55,16.7,2,4.18,1
C01000,Enterprise,Chat,7.7,14.32,2,4.55,0
C01001,SMB,Email,11.35,17.15,3,4.16,0
C01002,SMB,Chat,5.46,14.11,2,3.91,1
C01003,Mid-Market,Chat,36.77,108.5,6,2.9,1
C01004,SMB,Phone,12.21,25.98,2,3.92,1
C01005,Mid-Market,Phone,17.54,45.06,2,4.03,1
C01006,SMB,Chat,16.45,52.66,2,3.49,0
C01007,SMB,Email,4.79,7.96,4,3.89,1
C01008,Mid-Market,Email,2.9,6.67,1,4.3,1
C01009,Mid-Market,Email,16.64,54.83,5,3.43,0
C01010,SMB,Chat,15.55,24.18,3,3.21,1
C01011,Mid-Market,Phone,23.88,88.64,4,3.46,0
C01012,SMB,Phone,11.94,45.35,2,3.83,1
C01013,SMB,Email,8.93,25.48,2,3.83,0
C01014,SMB,Email,15.12,47.35,2,4.51,1
C01015,Enterprise,Email,6.32,11.07,1,4.28,1
C01016,Mid-Market,Chat,5.91,17.29,2,4.34,0
C01017,SMB,Email,18.77,40.22,3,3.77,1
C01018,Enterprise,Chat,14.15,49.68,2,3.47,1
C01019,SMB,Phone,10.77,18.06,1,3.72,1
C01020,Enterprise,Email,7.39,27.34,5,3.71,0
C01021,Mid-Market,Chat,2.54,8.4,2,3.99,1
C01022,SMB,Email,33.22,59.73,4,2.81,1
C01023,SMB,Phone,22.06,54.71,2,3.77,1
C01024,Mid-Market,Phone,19.11,61.86,1,3.45,0
C01025,Enterprise,Email,27.17,73.78,2,3.9,1
C01026,Mid-Market,Chat,3.08,5.84,2,4.07,0
C01027,SMB,Chat,33.0,115.27,3,3.09,1
C01028,SMB,Email,28.93,56.79,2,3.82,1
C01029,SMB,Chat,3.95,14.45,2,4.54,1
C01030,SMB,Email,11.94,40.78,2,4.33,1
C01031,SMB,Email,1.52,2.17,2,5.0,1
C01032,SMB,Email,15.67,27.2,2,3.77,0
C01033,Mid-Market,Phone,15.72,57.13,2,3.97,1
C01034,SMB,Email,21.5,27.5,5,3.24,1
C01035,SMB,Chat,10.8,21.47,2,3.99,1
C01036,SMB,Chat,22.48,74.16,1,4.52,1
C01037,Mid-Market,Phone,16.45,29.64,1,3.81,0
C01038,Mid-Market,Chat,11.8,34.32,4,3.93,1
C01039,Mid-Market,Phone,6.3,7.63,2,3.81,0
C01040,SMB,Email,7.12,24.06,0,4.19,1
C01041,SMB,Email,4.81,5.9,7,4.08,1
C01042,SMB,Email,34.96,104.11,3,3.23,0
C01043,Mid-Market,Email,14.23,22.16,2,3.45,1
C01044,SMB,Chat,13.4,45.16,1,3.79,1
C01045,Mid-Market,Chat,4.78,18.11,3,4.08,1
C01046,SMB,Phone,11.09,15.43,0,3.94,1
C01047,SMB,Phone,3.02,8.23,2,4.06,1
C01048,Mid-Market,Phone,8.18,30.12,1,4.55,1
C01049,Mid-Market,Chat,34.19,70.72,2,4.33,1
C01050,Mid-Market,Chat,15.38,43.92,4,3.86,1
C01051,SMB,Email,5.4,11.1,4,3.71,1
C01052,Enterprise,Email,6.48,21.94,1,3.88,1
C01053,SMB,Chat,2.51,8.65,2,4.91,1
C01054,SMB,Phone,53.22,192.54,3,2.71,1
C01055,SMB,Phone,2.61,8.24,5,3.43,1
C01056,Mid-Market,Email,22.66,38.24,2,3.57,1
C01057,SMB,Email,4.87,6.95,0,4.48,1
C01058,Enterprise,Chat,9.32,32.97,6,3.3,1
C01059,SMB,Email,12.21,32.21,3,3.39,1
C01060,SMB,Chat,14.73,48.92,4,3.78,1
C01061,SMB,Chat,26.38,83.74,4,2.63,0
C01062,Enterprise,Email,11.41,35.48,6,3.29,0
C01063,SMB,Phone,6.21,21.11,0,3.68,1
C01064,SMB,Chat,10.04,16.59,5,4.36,0
C01065,SMB,Chat,15.57,21.74,0,3.6,1
C01066,Mid-Market,Chat,16.57,58.42,2,3.91,1
C01067,SMB,Phone,23.55,46.86,1,3.59,1
C01068,Mid-Market,Email,8.71,21.13,1,4.29,0
C01069,Mid-Market,Chat,1.26,2.42,2,4.33,1
C01070,SMB,Email,15.66,35.64,3,3.64,1
C01071,SMB,Email,20.62,36.43,1,3.72,0
C01072,SMB,Chat,5.75,10.57,7,3.67,0
C01073,SMB,Phone,10.06,21.77,0,3.93,0
C01074,Mid-Market,Phone,20.11,34.23,3,4.34,1
C01075,Mid-Market,Chat,20.35,69.27,4,3.52,0
C01076,Enterprise,Phone,3.22,4.34,4,4.41,1
C01077,Mid-Market,Chat,2.28,6.43,0,3.93,1
C01078,Mid-Market,Phone,6.78,12.86,4,3.84,0
C01079,SMB,Email,8.76,30.79,3,3.67,1
C01080,SMB,Chat,16.8,61.51,2,3.92,0
C01081,SMB,Chat,17.17,63.2,3,3.8,0
C01082,Enterprise,Email,16.75,48.69,5,3.16,0
C01083,SMB,Email,4.8,14.69,0,3.92,1
C01084,Enterprise,Chat,7.48,15.73,3,3.64,1
C01085,SMB,Email,5.14,13.09,2,3.8,1
C01086,Enterprise,Email,15.68,45.67,0,3.43,1
C01087,Mid-Market,Chat,25.03,92.79,3,3.0,1
C01088,SMB,Email,13.39,38.04,0,4.22,1
C01089,SMB,Email,17.56,36.62,2,3.56,0
C01090,SMB,Email,9.49,23.55,1,3.71,1
C01091,Mid-Market,Phone,6.87,13.56,2,3.76,1
C01092,SMB,Chat,4.61,17.34,2,3.8,1
C01093,SMB,Phone,31.24,101.28,4,3.83,0
C01094,SMB,Email,3.28,4.35,2,3.93,1
C01095,Mid-Market,Chat,2.21,7.17,2,3.72,1
C01096,SMB,Chat,14.59,44.95,3,4.35,1
C01097,SMB,Phone,13.48,21.99,2,4.08,1
C01098,Mid-Market,Phone,10.83,37.86,3,4.04,1
C01099,Mid-Market,Email,8.02,27.03,3,3.97,1
C01100,SMB,Phone,8.11,15.16,1,4.08,1
C01101,SMB,Email,10.86,23.48,4,3.79,1
C01102,SMB,Phone,12.7,29.42,1,3.97,1
C01103,SMB,Email,6.69,15.25,1,4.11,1
C01104,Mid-Market,Email,30.43,52.4,1,3.99,0
C01105,SMB,Email,8.78,20.55,4,3.83,1
C01106,Mid-Market,Chat,10.61,20.55,3,3.95,1
C01107,Mid-Market,Phone,3.54,7.64,0,4.04,0
C01108,SMB,Phone,23.06,35.4,1,3.93,1
C01109,Mid-Market,Email,8.72,17.53,1,3.96,1
C01110,Enterprise,Phone,13.19,16.78,1,4.39,1
C01111,SMB,Chat,2.56,3.99,0,4.24,1
C01112,SMB,Chat,11.85,20.62,3,3.79,0
C01113,SMB,Email,1.08,3.0,5,3.28,0
C01114,Mid-Market,Phone,6.0,18.05,4,4.28,1
C01115,Mid-Market,Chat,11.16,17.97,3,4.35,1
C01116,Enterprise,Phone,33.22,81.61,2,3.32,1
C01117,Mid-Market,Phone,8.38,10.73,3,3.45,0
C01118,SMB,Email,35.27,130.3,1,2.77,0
C01119,SMB,Phone,7.01,18.71,0,3.56,0
C01120,SMB,Email,15.72,25.33,0,3.74,1
C01121,Enterprise,Phone,7.45,18.21,1,4.58,0
C01122,SMB,Email,12.58,25.2,2,4.07,1
C01123,SMB,Phone,6.15,14.73,2,4.72,1
C01124,SMB,Phone,10.16,15.64,0,3.61,1
C01125,SMB,Email,15.22,24.64,2,3.68,0
C01126,SMB,Email,6.39,10.5,1,4.1,1
C01127,Mid-Market,Phone,4.96,11.23,3,4.37,1
C01128,Mid-Market,Chat,5.24,11.95,2,4.59,0
C01129,Mid-Market,Chat,8.97,13.54,1,4.49,1
C01130,Mid-Market,Phone,8.79,29.1,2,4.12,1
C01131,SMB,Phone,18.09,48.59,1,4.36,1
C01132,SMB,Email,3.2,3.92,0,4.56,1
C01133,SMB,Email,20.18,72.89,3,3.38,1
C01134,Mid-Market,Phone,32.67,100.16,4,3.5,0
C01135,Mid-Market,Email,14.38,50.75,4,3.31,0
C01136,Enterprise,Email,12.45,15.99,7,3.65,0
C01137,SMB,Phone,6.53,13.83,2,4.28,1
C01138,Enterprise,Email,6.77,24.05,1,3.83,0
C01139,SMB,Phone,6.3,13.85,4,4.07,0
C01140,Mid-Market,Email,8.19,18.86,3,3.64,1
C01141,SMB,Email,33.83,74.58,2,3.62,0
C01142,Enterprise,Chat,2.42,4.86,4,3.88,1
C01143,SMB,Chat,20.09,59.73,1,3.81,0
C01144,SMB,Email,41.1,106.91,4,3.06,0
C01145,Mid-Market,Phone,31.98,92.22,4,3.54,0
C01146,SMB,Phone,11.93,25.05,2,3.58,1
C01147,SMB,Email,14.5,35.82,1,4.04,1
C01148,Mid-Market,Phone,4.89,9.46,2,4.34,0
C01149,SMB,Chat,3.9,10.17,3,3.4,1
C01150,Enterprise,Email,9.67,11.9,3,3.98,1
C01151,Mid-Market,Chat,10.42,31.45,4,4.53,0
C01152,SMB,Email,1.86,3.56,0,4.19,1
C01153,SMB,Chat,3.85,13.35,0,4.33,1
C01154,SMB,Email,6.43,8.73,6,3.92,0
C01155,SMB,Email,3.14,8.65,2,3.3,0
C01156,Mid-Market,Email,31.1,72.56,2,3.61,1
C01157,SMB,Email,6.28,21.54,0,4.52,0
C01158,SMB,Email,3.92,7.6,0,4.34,1
C01159,Mid-Market,Chat,22.77,77.68,7,3.54,0
C01160,Mid-Market,Email,4.25,14.96,3,4.12,1
C01161,SMB,Email,21.09,56.99,2,4.07,0
C01162,SMB,Email,4.51,7.06,6,4.46,1
C01163,SMB,Email,14.5,46.37,4,3.59,0
C01164,SMB,Email,9.98,30.46,3,3.47,0
C01165,SMB,Phone,20.01,40.34,4,4.25,0
C01166,SMB,Email,29.26,88.89,1,4.0,1
C01167,SMB,Email,11.37,17.21,2,3.81,1
C01168,Mid-Market,Email,14.93,20.82,1,3.85,0
C01169,SMB,Email,5.25,15.43,2,3.9,1
C01170,Mid-Market,Email,8.72,11.02,5,3.69,1
C01171,SMB,Chat,31.78,47.42,2,3.71,0
C01172,Enterprise,Chat,4.57,7.72,4,4.14,0
C01173,SMB,Email,24.99,52.73,3,4.09,0
C01174,Mid-Market,Email,34.6,73.8,1,3.94,1
C01175,SMB,Email,16.02,55.89,1,3.68,1
C01176,Mid-Market,Email,4.65,17.63,2,3.69,0
C01177,SMB,Chat,16.87,21.7,4,3.82,1
C01178,SMB,Email,6.27,12.42,5,3.79,1
C01179,SMB,Phone,3.96,13.18,4,3.71,0
C01180,SMB,Chat,2.16,4.26,3,4.05,1
C01181,Enterprise,Chat,3.41,4.52,5,3.83,1
C01182,Enterprise,Email,20.98,35.39,3,3.93,1
C01183,SMB,Email,24.6,40.24,5,3.02,0
C01184,SMB,Chat,14.53,43.44,2,3.86,1
C01185,SMB,Email,8.44,23.89,1,4.24,1
C01186,SMB,Phone,16.31,43.77,1,4.26,1
C01187,Enterprise,Phone,5.16,17.86,2,3.84,1
C01188,SMB,Chat,11.26,30.78,7,4.0,0
C01189,SMB,Phone,2.85,6.16,2,4.33,1
C01190,SMB,Phone,5.41,15.62,0,4.26,1
C01191,SMB,Phone,9.81,30.43,1,3.8,1
C01192,SMB,Phone,12.0,38.0,1,3.36,0
C01193,SMB,Phone,6.39,16.97,3,3.96,1
C01194,SMB,Email,4.16,5.83,4,3.87,1
C01195,Mid-Market,Email,17.72,39.12,2,3.96,1
C01196,Mid-Market,Phone,4.53,15.53,1,4.27,1
C01197,Mid-Market,Email,5.09,10.05,2,4.17,0
C01198,SMB,Email,7.92,23.45,4,3.84,1
C01199,Mid-Market,Email,3.89,10.99,2,4.2,1
C01200,SMB,Email,17.86,50.85,1,3.81,1
C01201,SMB,Email,8.64,30.04,2,3.63,0
C01202,SMB,Chat,2.36,8.05,2,3.98,1
C01203,Mid-Market,Phone,13.08,28.31,2,3.89,1
C01204,SMB,Email,8.84,33.3,3,4.62,1
C01205,Mid-Market,Email,21.32,46.15,2,4.41,1
C01206,Mid-Market,Chat,20.65,74.17,4,3.37,0
C01207,SMB,Email,5.2,9.23,3,4.58,1
C01208,Enterprise,Chat,23.97,86.61,3,3.36,0
C01209,SMB,Email,7.38,10.28,1,3.81,0
C01210,Enterprise,Email,34.36,109.97,0,3.84,0
C01211,Mid-Market,Phone,7.99,23.8,4,3.37,1
C01212,SMB,Chat,23.15,28.31,3,2.75,0
C01213,Enterprise,Chat,10.9,14.88,5,4.33,1
C01214,Mid-Market,Email,3.57,6.38,1,4.41,1
C01215,Mid-Market,Phone,22.66,81.4,2,3.69,0
C01216,SMB,Phone,0.57,2.03,2,4.2,1
C01217,Enterprise,Phone,4.87,8.97,4,3.79,0
C01218,Mid-Market,Email,36.62,121.51,2,3.13,0
C01219,SMB,Email,16.1,41.19,3,4.42,1
C01220,Mid-Market,Email,24.21,80.2,0,3.9,1
C01221,Mid-Market,Phone,40.4,148.87,2,3.44,0
C01222,Enterprise,Email,12.64,36.15,1,4.54,1
C01223,SMB,Phone,16.08,20.19,2,3.8,1
C01224,Mid-Market,Email,5.21,7.3,2,4.65,1
C01225,Enterprise,Email,6.67,14.85,3,3.37,1
C01226,Enterprise,Phone,5.66,15.35,3,3.62,1
C01227,Enterprise,Chat,15.9,33.29,0,3.89,1
C01228,SMB,Phone,24.95,73.94,4,3.7,0
C01229,SMB,Email,15.18,25.3,3,4.21,0
C01230,Enterprise,Chat,32.04,83.98,1,3.73,1
C01231,Mid-Market,Chat,23.21,64.23,5,3.59,1
C01232,Mid-Market,Phone,6.96,8.65,3,3.93,0
C01233,Mid-Market,Chat,13.23,33.14,1,3.95,1
C01234,SMB,Phone,19.42,43.6,2,3.51,0
C01235,SMB,Phone,14.43,19.96,7,3.54,0
C01236,SMB,Phone,4.61,14.32,4,4.02,1
C01237,Mid-Market,Chat,10.42,33.02,3,3.9,1
C01238,Mid-Market,Phone,16.25,58.92,3,4.35,1
C01239,SMB,Phone,11.56,23.73,1,3.85,1
C01240,SMB,Email,14.42,37.56,2,3.93,1
C01241,Mid-Market,Email,23.98,63.66,0,3.63,0
C01242,Mid-Market,Email,35.34,106.23,2,3.63,0
C01243,SMB,Phone,7.78,24.96,1,3.89,1
C01244,Enterprise,Chat,3.12,7.43,4,3.8,1
C01245,Mid-Market,Email,11.42,17.48,1,4.16,0
C01246,SMB,Chat,15.12,20.31,2,3.69,0
C01247,SMB,Chat,20.54,48.92,2,4.05,0
C01248,SMB,Email,14.01,21.81,4,3.62,1
C01249,Mid-Market,Chat,12.59,34.28,4,3.2,0
C01250,SMB,Phone,3.53,13.17,2,3.95,0
C01251,Mid-Market,Email,13.08,40.84,5,3.89,1
C01252,Enterprise,Email,1.69,2.28,2,4.66,1
C01253,SMB,Chat,7.83,29.72,4,3.16,0
C01254,SMB,Chat,5.86,12.6,3,4.39,0
C01255,SMB,Email,15.87,48.15,1,3.87,1
C01256,Mid-Market,Phone,2.28,6.5,3,4.28,1
C01257,SMB,Email,0.63,0.93,1,3.86,1
C01258,SMB,Email,6.62,18.71,3,4.16,1
C01259,SMB,Chat,13.77,27.18,0,3.55,1
C01260,SMB,Email,6.04,7.87,2,4.24,0
C01261,SMB,Phone,18.61,31.58,2,3.66,0
C01262,SMB,Chat,16.22,42.01,2,3.58,1
C01263,SMB,Email,7.7,21.87,0,4.17,0
C01264,SMB,Phone,8.78,21.52,4,4.02,1
C01265,Enterprise,Phone,15.25,33.51,2,4.2,1
C01266,Mid-Market,Chat,19.3,43.78,3,4.04,1
C01267,Mid-Market,Phone,1.71,3.23,2,4.4,1
C01268,SMB,Email,23.22,60.65,1,3.59,0
C01269,SMB,Email,19.71,42.16,0,4.22,0
C01270,SMB,Chat,15.02,18.04,0,3.85,0
C01271,Mid-Market,Phone,20.72,44.9,2,3.86,1
C01272,SMB,Chat,15.4,23.91,3,4.19,0
C01273,SMB,Email,2.79,5.23,1,4.13,1
C01274,Mid-Market,Email,3.55,7.29,4,3.85,1
C01275,Mid-Market,Phone,18.15,37.93,5,4.26,0
C01276,Enterprise,Phone,7.32,15.87,0,3.89,1
C01277,Enterprise,Email,5.78,11.1,2,4.1,1
C01278,SMB,Phone,13.46,25.7,2,3.62,0
C01279,Mid-Market,Email,12.76,46.79,2,3.84,1
C01280,Mid-Market,Email,15.62,55.31,3,4.0,0
C01281,SMB,Email,13.9,21.67,1,4.39,1
C01282,SMB,Email,6.86,13.28,3,3.77,0
C01283,Mid-Market,Phone,12.78,19.86,0,3.55,1
C01284,Enterprise,Email,5.49,10.82,6,3.6,1
C01285,SMB,Phone,7.3,20.81,1,3.68,0
C01286,SMB,Email,15.21,34.43,2,3.69,1
C01287,Enterprise,Chat,19.21,25.97,1,4.03,1
C01288,SMB,Email,11.87,38.43,4,3.74,1
C01289,SMB,Email,32.33,102.49,2,2.79,0
C01290,SMB,Email,24.17,32.75,3,3.54,1
C01291,Enterprise,Phone,24.83,69.81,4,3.75,1
C01292,SMB,Chat,8.12,28.97,3,4.16,0
C01293,SMB,Phone,2.17,4.31,2,3.75,0
C01294,Enterprise,Chat,21.19,75.04,1,3.59,1
C01295,SMB,Chat,5.52,6.67,3,4.26,1
C01296,Enterprise,Chat,30.18,48.0,1,3.89,0
C01297,Mid-Market,Phone,10.2,21.98,2,4.03,0
C01298,SMB,Email,13.9,17.65,3,3.37,0
C01299,SMB,Email,26.02,96.89,2,3.75,1
C01300,SMB,Phone,8.73,28.84,5,4.05,0
C01301,SMB,Chat,19.15,58.66,3,3.12,0
C01302,SMB,Phone,4.17,12.08,4,2.79,1
C01303,SMB,Phone,26.76,34.97,4,3.67,1
C01304,Mid-Market,Chat,6.77,17.22,7,3.79,1
C01305,SMB,Email,13.35,32.0,1,4.57,1
C01306,Enterprise,Phone,15.67,21.84,3,3.54,1
C01307,SMB,Chat,6.1,15.18,1,3.98,1
C01308,Mid-Market,Phone,8.94,28.88,6,3.42,1
C01309,Mid-Market,Email,12.7,16.23,1,4.13,1
C01310,SMB,Phone,36.25,108.86,1,3.34,0
C01311,SMB,Email,9.64,20.21,3,3.71,1
C01312,Mid-Market,Chat,12.92,32.55,2,3.95,1
C01313,SMB,Email,3.63,7.7,2,4.59,0
C01314,Mid-Market,Phone,18.19,36.74,1,3.77,0
C01315,SMB,Phone,16.6,54.31,4,3.48,1
C01316,Mid-Market,Chat,6.76,19.24,2,4.43,1
C01317,SMB,Phone,17.96,38.14,5,3.96,0
C01318,SMB,Email,16.18,57.64,2,3.5,1
C01319,SMB,Chat,9.62,20.39,3,3.22,1
C01320,Mid-Market,Email,14.9,38.74,4,3.65,0
C01321,SMB,Phone,28.3,77.53,0,3.88,1
C01322,Mid-Market,Email,36.87,50.88,0,3.78,1
C01323,Mid-Market,Phone,4.77,16.62,4,4.23,1
C01324,SMB,Email,9.8,34.52,3,3.71,0
C01325,Mid-Market,Chat,27.91,41.53,0,4.34,1
C01326,SMB,Email,7.11,14.02,2,3.26,0
C01327,SMB,Email,20.02,69.12,5,3.62,0
C01328,Enterprise,Chat,17.25,23.63,6,3.84,1
C01329,Mid-Market,Email,30.82,49.89,2,3.89,1
C01330,SMB,Chat,9.28,19.91,1,3.63,1
C01331,Mid-Market,Email,14.42,26.52,3,4.08,1
C01332,Enterprise,Phone,9.93,24.81,8,3.13,0
C01333,Mid-Market,Email,29.45,88.48,2,3.94,0
C01334,SMB,Email,16.73,41.18,0,4.23,1
C01335,Mid-Market,Email,6.66,11.5,2,4.03,0
C01336,SMB,Chat,10.96,14.22,3,4.26,0
C01337,Enterprise,Phone,6.39,21.08,6,3.71,0
C01338,Enterprise,Email,19.26,52.39,2,3.67,0
C01339,Mid-Market,Phone,9.89,29.51,3,3.43,0
C01340,SMB,Email,2.59,3.49,4,4.62,0
C01341,Mid-Market,Email,23.74,73.77,1,3.54,0
C01342,Mid-Market,Email,24.49,87.54,2,3.35,0
C01343,SMB,Email,25.61,59.8,1,3.3,0
C01344,Mid-Market,Email,9.35,16.94,3,3.95,1
C01345,SMB,Chat,6.15,16.19,2,3.91,0
C01346,Mid-Market,Chat,2.8,6.83,2,4.3,0
C01347,Mid-Market,Email,10.68,17.48,5,4.05,1
C01348,Mid-Market,Email,13.06,34.14,2,3.39,1
C01349,Mid-Market,Phone,3.97,8.21,5,3.76,1
C01350,SMB,Email,3.83,11.81,5,4.02,1
C01351,Mid-Market,Chat,7.7,21.41,4,4.34,1
C01352,Mid-Market,Email,22.41,54.66,1,4.09,1
C01353,SMB,Chat,18.4,56.63,2,3.73,0
C01354,SMB,Email,9.87,15.94,4,3.84,1
C01355,SMB,Phone,5.73,9.33,5,4.05,1
C01356,SMB,Phone,14.31,47.45,1,3.74,1
C01357,Mid-Market,Chat,7.85,18.71,2,4.51,1
C01358,SMB,Email,7.94,12.95,1,4.21,0
C01359,SMB,Email,7.36,11.95,5,3.94,1
C01360,SMB,Email,9.46,13.38,3,4.12,1
C01361,SMB,Phone,2.84,7.06,1,3.82,1
C01362,SMB,Email,3.19,7.57,5,3.88,0
C01363,SMB,Chat,12.79,15.96,3,3.88,1
C01364,SMB,Phone,6.83,14.16,0,3.91,1
C01365,Enterprise,Chat,28.09,33.99,3,3.84,1
C01366,Mid-Market,Chat,7.52,24.84,2,3.19,1
C01367,SMB,Chat,33.28,118.69,3,3.36,0
C01368,Mid-Market,Email,5.45,15.55,1,3.78,1
C01369,SMB,Email,6.79,13.22,3,4.15,1
C01370,SMB,Email,5.93,7.46,1,4.29,1
C01371,Enterprise,Phone,5.82,10.89,6,4.03,1
C01372,Enterprise,Email,11.04,36.17,0,4.2,0
C01373,SMB,Phone,17.07,26.48,3,3.65,1
C01374,Mid-Market,Chat,35.97,54.14,2,3.26,0
C01375,Mid-Market,Phone,13.55,21.33,2,3.76,0
C01376,SMB,Email,3.27,6.52,4,4.27,1
C01377,SMB,Email,7.47,17.12,5,3.82,1
C01378,SMB,Chat,8.84,22.41,4,4.23,1
C01379,SMB,Email,2.17,4.31,0,4.84,1
C01380,SMB,Chat,14.96,52.24,2,3.84,1
C01381,SMB,Email,26.8,59.5,0,3.92,0
C01382,Mid-Market,Email,9.24,21.31,2,3.82,1
C01383,Enterprise,Phone,4.03,12.73,6,3.72,1
C01384,SMB,Chat,6.42,19.34,1,4.58,0
C01385,SMB,Chat,13.78,51.16,2,3.25,0
C01386,Mid-Market,Email,25.69,59.45,4,3.75,0
C01387,Mid-Market,Email,1.23,3.86,2,4.09,1
C01388,SMB,Email,5.43,18.97,4,3.86,1
C01389,Enterprise,Email,3.63,11.42,1,4.66,0
C01390,SMB,Chat,23.51,67.7,4,3.2,1
C01391,SMB,Phone,2.85,5.52,4,4.32,1
C01392,Mid-Market,Phone,28.9,82.13,1,4.06,1
C01393,SMB,Chat,27.99,34.11,2,3.5,1
C01394,Enterprise,Phone,11.43,38.83,1,4.3,1
C01395,SMB,Chat,17.0,42.83,3,4.11,1
C01396,Mid-Market,Email,2.05,4.45,2,3.68,1
C01397,Mid-Market,Email,17.77,59.14,2,3.44,1
C01398,SMB,Email,27.08,88.45,3,3.21,0
C01399,SMB,Email,15.4,21.51,2,3.8,1
C01400,Mid-Market,Phone,8.29,15.51,2,4.03,0
C01401,Enterprise,Phone,15.06,52.44,3,3.91,1
C01402,SMB,Phone,11.7,38.73,1,3.86,1
C01403,SMB,Chat,11.35,34.77,1,3.82,0
C01404,Mid-Market,Email,27.09,93.92,2,3.93,1
C01405,SMB,Email,26.09,59.74,1,3.58,0
C01406,SMB,Chat,2.69,4.36,4,3.91,1
C01407,SMB,Chat,6.97,22.85,6,4.06,1
C01408,Mid-Market,Chat,33.02,118.69,1,3.48,0
C01409,SMB,Phone,6.03,22.63,3,3.75,0
C01410,Mid-Market,Email,7.18,26.42,1,4.31,1
C01411,SMB,Phone,19.85,28.92,3,3.62,0
C01412,SMB,Phone,10.12,32.57,4,3.54,1
C01413,SMB,Email,3.15,7.85,3,4.46,1
C01414,SMB,Email,12.04,14.72,2,4.06,0
C01415,Enterprise,Phone,12.3,21.73,0,4.71,1
C01416,SMB,Email,16.7,43.03,1,3.91,0
C01417,SMB,Email,19.74,26.48,3,3.74,0
C01418,Mid-Market,Chat,2.48,4.86,1,3.67,1
C01419,SMB,Email,9.57,21.0,0,4.02,1
C01420,SMB,Phone,8.48,10.78,1,4.06,1
C01421,Mid-Market,Email,7.15,15.48,3,4.3,1
C01422,SMB,Email,4.52,11.99,0,4.39,1
C01423,SMB,Chat,26.03,62.6,4,3.16,1
C01424,Mid-Market,Email,11.52,28.21,1,4.03,1
C01425,Mid-Market,Email,8.08,28.79,3,3.52,0
C01426,Enterprise,Chat,4.68,16.83,3,3.8,1
C01427,SMB,Email,74.15,240.0,3,2.21,0
C01428,Mid-Market,Chat,13.99,32.04,6,3.57,1
C01429,SMB,Phone,1.89,6.67,1,4.11,1
C01430,Mid-Market,Phone,13.0,34.53,1,4.33,1
C01431,Mid-Market,Chat,3.07,5.88,3,4.55,0
C01432,SMB,Email,32.52,61.0,3,3.24,1
C01433,SMB,Phone,41.41,136.22,2,2.91,0
C01434,Mid-Market,Email,46.11,133.07,1,3.06,0
C01435,SMB,Phone,46.57,127.31,3,3.22,0
C01436,Mid-Market,Email,16.62,49.87,3,3.42,1
C01437,Mid-Market,Chat,11.95,34.93,1,4.11,0
C01438,SMB,Email,7.61,20.45,1,4.27,1
C01439,Mid-Market,Chat,12.25,30.53,2,4.12,1
C01440,SMB,Phone,11.36,27.46,3,4.75,1
C01441,Mid-Market,Email,7.01,10.89,1,4.27,1
C01442,SMB,Phone,26.54,75.37,5,3.12,0
C01443,Enterprise,Email,1.4,4.12,6,3.66,1
C01444,Enterprise,Email,14.0,34.52,1,3.94,1
C01445,Enterprise,Phone,11.3,25.81,1,4.13,1
C01446,Enterprise,Chat,0.88,3.25,2,4.51,1
C01447,Enterprise,Email,5.95,15.51,1,4.53,1
C01448,SMB,Chat,12.13,44.59,2,3.68,1
C01449,Mid-Market,Chat,34.56,67.4,2,3.86,0
C01450,Mid-Market,Email,3.35,7.26,3,3.72,0
C01451,Enterprise,Phone,7.23,16.57,0,4.99,1
C01452,SMB,Chat,5.31,15.63,2,4.31,1
